1.079514,127.0.0.1,127.0.0.1,63880,28194,52,1,2946217866
1.082364,192.168.50.90,142.250.198.78,53065,443,0,2,1218377854
1.185384,192.168.50.90,142.250.198.78,53065,443,79,2,1218381225
1.1861,127.0.0.1,127.0.0.1,28194,63880,40,2,0
1.187009,192.168.50.90,142.250.198.78,53065,443,297,2,1218381264
1.187529,127.0.0.1,127.0.0.1,63880,28194,52,1,2946217866
1.188186,142.250.198.78,192.168.50.90,443,53065,40,1,3233930716
1.188591,127.0.0.1,127.0.0.1,28194,63880,40,2,0
1.189125,142.250.198.78,192.168.50.90,443,53065,40,1,3233930716
1.276316,127.0.0.1,127.0.0.1,63880,28194,52,1,2946217866
1.276771,142.250.198.78,192.168.50.90,443,53065,40,1,3233930716
1.27705,127.0.0.1,127.0.0.1,28194,63880,40,2,0
1.277572,142.250.198.78,192.168.50.90,443,53065,79,2,3233930716
1.386174,162.159.136.234,192.168.50.90,443,51862,1128,2,260275656
1.386599,142.250.198.78,192.168.50.90,443,53065,117,2,3233930755
1.386858,142.250.198.78,192.168.50.90,443,53065,71,2,3233930832
1.387059,192.168.50.90,142.250.198.78,53065,443,40,1,1218381521
1.387282,142.250.198.78,192.168.50.90,443,53065,79,2,3233930863
1.38749,192.168.50.90,142.250.198.78,53065,443,40,1,1218381521
1.387724,192.168.50.90,142.250.198.78,53065,443,79,2,1218381521
1.387946,142.250.198.78,192.168.50.90,443,53065,40,1,3233930902
1.388148,192.168.50.90,162.159.136.234,51862,443,40,1,239502127
1.388431,192.168.50.90,192.168.1.1,57488,5351,88
1.38867,162.159.136.234,192.168.50.90,443,51862,170,2,260276744
1.388863,192.168.50.90,162.159.136.234,51862,443,40,1,239502127
1.389098,162.159.136.234,192.168.50.90,443,51862,407,2,260276874
1.389298,192.168.50.90,162.159.136.234,51862,443,40,1,239502127
1.389609,192.168.50.90,192.168.1.1,57488,5351,88
1.389838,192.168.50.90,20.42.65.93,55981,443,158,2,1758400464
1.390364,192.168.50.90,20.42.65.93,55981,443,0,2,1758400582
1.390739,192.168.50.90,192.168.50.1,63631,53,78
1.39159,192.168.50.1,192.168.50.90,53,63631,201
1.391818,192.168.50.90,52.168.112.66,63882,443,52,1,1777665725
1.530459,20.42.65.93,192.168.50.90,443,55981,40,1,145390821
1.531087,20.42.65.93,192.168.50.90,443,55981,40,1,145390821
1.53409,20.42.65.93,192.168.50.90,443,55981,40,1,145390821
1.53442,20.42.65.93,192.168.50.90,443,55981,138,2,145390821
1.543149,52.168.112.66,192.168.50.90,443,63882,52,2,1242845747
1.543473,192.168.50.90,52.168.112.66,63882,443,40,1,1777665726
1.543792,192.168.50.90,52.168.112.66,63882,443,557,2,1777665726
1.58404,192.168.50.90,20.42.65.93,55981,443,40,1,1758408673
1.751094,52.168.112.66,192.168.50.90,443,63882,139,2,1242845748
