time,source_IP,destination_IP,source_Port,destination_Port,package_length
0.90282,39.1.101.199,192.168.212.37,3659,3659,69
0.913757,192.168.212.37,39.1.101.199,3659,3659,69
0.924728,39.1.101.199,192.168.212.37,3659,3659,69
0.92772,192.168.212.37,35.215.187.112,60001,50001,68
0.936696,192.168.212.37,39.1.101.199,3659,3659,69
0.944674,39.1.101.199,192.168.212.37,3659,3659,69
0.960631,192.168.212.37,39.1.101.199,3659,3659,69
0.965618,39.1.101.199,192.168.212.37,3659,3659,69
0.965618,39.1.101.199,192.168.212.37,3659,3659,34
0.984568,192.168.212.37,39.1.101.199,3659,3659,69
0.986562,39.1.101.199,192.168.212.37,3659,3659,69
1.007047,39.1.101.199,192.168.212.37,3659,3659,69
1.008044,192.168.212.37,39.1.101.199,3659,3659,69
1.02799,39.1.101.199,192.168.212.37,3659,3659,69
1.030982,192.168.212.37,39.1.101.199,3659,3659,69
1.047941,39.1.101.199,192.168.212.37,3659,3659,69
1.054919,192.168.212.37,39.1.101.199,3659,3659,69
1.069903,39.1.101.199,192.168.212.37,3659,3659,69
1.077882,192.168.212.37,39.1.101.199,3659,3659,69
1.078879,35.215.187.112,192.168.212.37,50001,60001,60
1.090847,39.1.101.199,192.168.212.37,3659,3659,69
1.102815,192.168.212.37,39.1.101.199,3659,3659,69
1.1118,39.1.101.199,192.168.212.37,3659,3659,69
1.125756,192.168.212.37,39.1.101.199,3659,3659,69
1.132736,39.1.101.199,192.168.212.37,3659,3659,69
1.14969,192.168.212.37,39.1.101.199,3659,3659,69
1.152681,39.1.101.199,192.168.212.37,3659,3659,69
1.176617,39.1.101.199,192.168.212.37,3659,3659,69
1.17961,192.168.212.37,39.1.101.199,3659,3659,69
1.194571,39.1.101.199,192.168.212.37,3659,3659,69
1.19857,192.168.212.37,39.1.101.199,3659,3659,69
1.215078,39.1.101.199,192.168.212.37,3659,3659,69
1.222059,192.168.212.37,39.1.101.199,3659,3659,69
1.236022,39.1.101.199,192.168.212.37,3659,3659,69
1.245994,192.168.212.37,39.1.101.199,3659,3659,69
1.256966,39.1.101.199,192.168.212.37,3659,3659,69
1.269803,192.168.212.37,39.1.101.199,3659,3659,69
1.277813,39.1.101.199,192.168.212.37,3659,3659,69
1.293731,192.168.212.37,39.1.101.199,3659,3659,69
1.298758,39.1.101.199,192.168.212.37,3659,3659,69
1.317668,192.168.212.37,39.1.101.199,3659,3659,69
1.319663,39.1.101.199,192.168.212.37,3659,3659,69
1.340606,39.1.101.199,192.168.212.37,3659,3659,69
1.340606,192.168.212.37,39.1.101.199,3659,3659,69
1.36155,39.1.101.199,192.168.212.37,3659,3659,69
1.36505,192.168.212.37,39.1.101.199,3659,3659,69
1.383999,39.1.101.199,192.168.212.37,3659,3659,69
1.387988,192.168.212.37,39.1.101.199,3659,3659,69
1.409508,39.1.101.199,192.168.212.37,3659,3659,69
1.4125,192.168.212.37,39.1.101.199,3659,3659,69
1.429458,39.1.101.199,192.168.212.37,3659,3659,69
1.438431,192.168.212.37,39.1.101.199,3659,3659,69
1.449401,39.1.101.199,192.168.212.37,3659,3659,69
1.468878,192.168.212.37,39.1.101.199,3659,3659,69
1.469872,39.1.101.199,192.168.212.37,3659,3659,69
1.487445,39.1.101.199,192.168.212.37,3659,3659,69
1.498613,192.168.212.37,39.1.101.199,3659,3659,69
1.506817,39.1.101.199,192.168.212.37,3659,3659,69
1.527723,192.168.212.37,39.1.101.199,3659,3659,69
1.528719,39.1.101.199,192.168.212.37,3659,3659,69
1.548705,39.1.101.199,192.168.212.37,3659,3659,69
1.557642,192.168.212.37,39.1.101.199,3659,3659,69
1.570609,39.1.101.199,192.168.212.37,3659,3659,69
1.587563,192.168.212.37,39.1.101.199,3659,3659,69
1.59355,39.1.101.199,192.168.212.37,3659,3659,69
1.617028,192.168.212.37,39.1.101.199,3659,3659,69
1.617028,39.1.101.199,192.168.212.37,3659,3659,69
1.632426,39.1.101.199,192.168.212.37,3659,3659,69
1.644951,192.168.212.37,39.1.101.199,3659,3659,69
1.652936,39.1.101.199,192.168.212.37,3659,3659,69
1.668889,192.168.212.37,39.1.101.199,3659,3659,69
1.673874,39.1.101.199,192.168.212.37,3659,3659,69
1.693822,192.168.212.37,39.1.101.199,3659,3659,69
1.694818,39.1.101.199,192.168.212.37,3659,3659,69
1.715762,39.1.101.199,192.168.212.37,3659,3659,69
1.717757,192.168.212.37,39.1.101.199,3659,3659,69
1.735713,39.1.101.199,192.168.212.37,3659,3659,69
1.741693,192.168.212.37,39.1.101.199,3659,3659,69
1.752665,192.168.212.37,39.1.101.199,3659,3659,53
1.756652,39.1.101.199,192.168.212.37,3659,3659,69
1.766627,192.168.212.37,39.1.101.199,3659,3659,69
1.777598,39.1.101.199,192.168.212.37,3659,3659,69
1.780588,39.1.101.199,192.168.212.37,3659,3659,34
1.783585,39.1.101.199,192.168.212.37,3659,3659,53
1.789566,192.168.212.37,39.1.101.199,3659,3659,69
1.798541,39.1.101.199,192.168.212.37,3659,3659,69
1.813085,192.168.212.37,39.1.101.199,3659,3659,69
1.820067,39.1.101.199,192.168.212.37,3659,3659,69
1.837021,192.168.212.37,39.1.101.199,3659,3659,69
1.841055,39.1.101.199,192.168.212.37,3659,3659,69
1.860958,39.1.101.199,192.168.212.37,3659,3659,69
1.861954,192.168.212.37,39.1.101.199,3659,3659,69
1.861954,192.168.212.37,39.1.101.199,3659,3659,34
1.866945,39.1.101.199,192.168.212.37,3659,3659,37
1.870932,192.168.212.37,39.1.101.199,3659,3659,37
1.881901,39.1.101.199,192.168.212.37,3659,3659,69
1.88589,192.168.212.37,39.1.101.199,3659,3659,69
1.902851,39.1.101.199,192.168.212.37,3659,3659,69
1.90883,192.168.212.37,39.1.101.199,3659,3659,69
1.923828,39.1.101.199,192.168.212.37,3659,3659,69
1.932766,192.168.212.37,39.1.101.199,3659,3659,69
1.944734,39.1.101.199,192.168.212.37,3659,3659,69
1.956702,192.168.212.37,39.1.101.199,3659,3659,69
1.965676,39.1.101.199,192.168.212.37,3659,3659,69
1.980639,192.168.212.37,39.1.101.199,3659,3659,69
1.985664,39.1.101.199,192.168.212.37,3659,3659,34
1.986656,39.1.101.199,192.168.212.37,3659,3659,69
2.003577,192.168.212.37,39.1.101.199,3659,3659,69
2.007114,39.1.101.199,192.168.212.37,3659,3659,69
2.02806,192.168.212.37,39.1.101.199,3659,3659,69
2.029055,39.1.101.199,192.168.212.37,3659,3659,69
2.049003,39.1.101.199,192.168.212.37,3659,3659,69
2.051995,192.168.212.37,39.1.101.199,3659,3659,69
2.069946,39.1.101.199,192.168.212.37,3659,3659,69
2.073936,192.168.212.37,35.215.187.112,60001,50001,36
2.074932,192.168.212.37,39.1.101.199,3659,3659,69
2.078923,35.215.187.112,192.168.212.37,50001,60001,60
2.090922,39.1.101.199,192.168.212.37,3659,3659,69
2.098868,192.168.212.37,39.1.101.199,3659,3659,69
2.111834,39.1.101.199,192.168.212.37,3659,3659,69
2.122807,192.168.212.37,39.1.101.199,3659,3659,69
2.13183,39.1.101.199,192.168.212.37,3659,3659,69
2.146742,192.168.212.37,39.1.101.199,3659,3659,69
2.152725,39.1.101.199,192.168.212.37,3659,3659,69
2.170682,192.168.212.37,39.1.101.199,3659,3659,69
2.174202,39.1.101.199,192.168.212.37,3659,3659,69
2.194149,192.168.212.37,39.1.101.199,3659,3659,69
2.195154,39.1.101.199,192.168.212.37,3659,3659,69
2.215735,39.1.101.199,192.168.212.37,3659,3659,69
2.218729,192.168.212.37,39.1.101.199,3659,3659,69
2.236683,39.1.101.199,192.168.212.37,3659,3659,69
2.24167,192.168.212.37,39.1.101.199,3659,3659,69
2.257626,39.1.101.199,192.168.212.37,3659,3659,69
2.265605,192.168.212.37,39.1.101.199,3659,3659,69
2.277575,39.1.101.199,192.168.212.37,3659,3659,69
2.290542,192.168.212.37,39.1.101.199,3659,3659,69
2.298518,39.1.101.199,192.168.212.37,3659,3659,69
2.315472,192.168.212.37,39.1.101.199,3659,3659,69
2.319462,39.1.101.199,192.168.212.37,3659,3659,69
2.33841,192.168.212.37,39.1.101.199,3659,3659,69
2.340405,39.1.101.199,192.168.212.37,3659,3659,69
2.361349,39.1.101.199,192.168.212.37,3659,3659,69
2.362346,192.168.212.37,39.1.101.199,3659,3659,69
2.382906,39.1.101.199,192.168.212.37,3659,3659,69
2.384902,192.168.212.37,39.1.101.199,3659,3659,69
2.402439,39.1.101.199,192.168.212.37,3659,3659,69
2.408042,192.168.212.37,39.1.101.199,3659,3659,69
2.420008,192.168.212.37,35.215.187.112,60001,50001,36
2.423998,39.1.101.199,192.168.212.37,3659,3659,69
2.431976,192.168.212.37,39.1.101.199,3659,3659,69
2.443946,39.1.101.199,192.168.212.37,3659,3659,69
2.456909,192.168.212.37,39.1.101.199,3659,3659,69
2.465905,39.1.101.199,192.168.212.37,3659,3659,69
2.479848,192.168.212.37,39.1.101.199,3659,3659,69
2.48683,39.1.101.199,192.168.212.37,3659,3659,69
2.502788,192.168.212.37,39.1.101.199,3659,3659,69
2.506827,39.1.101.199,192.168.212.37,3659,3659,69
2.527722,192.168.212.37,39.1.101.199,3659,3659,69
2.527722,39.1.101.199,192.168.212.37,3659,3659,69
2.549662,39.1.101.199,192.168.212.37,3659,3659,69
2.55066,192.168.212.37,39.1.101.199,3659,3659,69
2.569621,39.1.101.199,192.168.212.37,3659,3659,69
2.574597,192.168.212.37,39.1.101.199,3659,3659,69
2.590209,39.1.101.199,192.168.212.37,3659,3659,69
2.59813,192.168.212.37,39.1.101.199,3659,3659,69
2.611638,39.1.101.199,192.168.212.37,3659,3659,69
2.620614,192.168.212.37,39.1.101.199,3659,3659,69
2.631587,39.1.101.199,192.168.212.37,3659,3659,95
2.631587,39.1.101.199,192.168.212.37,3659,3659,45
2.632584,39.1.101.199,192.168.212.37,3659,3659,56
2.632584,39.1.101.199,192.168.212.37,3659,3659,69
2.632584,192.168.212.37,39.1.101.199,3659,3659,34
2.644553,192.168.212.37,39.1.101.199,3659,3659,69
2.652572,39.1.101.199,192.168.212.37,3659,3659,69
2.660559,192.168.212.37,35.215.187.112,60001,50001,16
2.667491,192.168.212.37,39.1.101.199,3659,3659,57
2.668486,192.168.212.37,39.1.101.199,3659,3659,69
2.673512,39.1.101.199,192.168.212.37,3659,3659,69
2.684619,35.215.187.112,192.168.212.37,50001,60001,16
2.691427,192.168.212.37,39.1.101.199,3659,3659,69
2.694418,39.1.101.199,192.168.212.37,3659,3659,69
2.715361,192.168.212.37,39.1.101.199,3659,3659,69
2.715361,39.1.101.199,192.168.212.37,3659,3659,69
2.736305,39.1.101.199,192.168.212.37,3659,3659,69
2.738302,192.168.212.37,39.1.101.199,3659,3659,69
2.744284,39.1.101.199,192.168.212.37,3659,3659,34
2.757249,39.1.101.199,192.168.212.37,3659,3659,69
2.760241,192.168.212.37,39.1.101.199,3659,3659,37
2.762237,192.168.212.37,39.1.101.199,3659,3659,69
2.778198,39.1.101.199,192.168.212.37,3659,3659,69
2.785175,192.168.212.37,39.1.101.199,3659,3659,69
2.791162,39.1.101.199,192.168.212.37,3659,3659,37
2.799142,39.1.101.199,192.168.212.37,3659,3659,69
2.808747,192.168.212.37,39.1.101.199,3659,3659,69
2.820715,39.1.101.199,192.168.212.37,3659,3659,69
2.832683,192.168.212.37,39.1.101.199,3659,3659,69
2.840659,39.1.101.199,192.168.212.37,3659,3659,69
2.856617,192.168.212.37,39.1.101.199,3659,3659,69
2.861605,39.1.101.199,192.168.212.37,3659,3659,69
2.861605,192.168.212.37,39.1.101.199,3659,3659,34
2.874127,39.1.101.199,192.168.212.37,3659,3659,37
2.878067,192.168.212.37,39.1.101.199,3659,3659,37
2.880061,192.168.212.37,39.1.101.199,3659,3659,69
2.882057,39.1.101.199,192.168.212.37,3659,3659,69
2.903002,39.1.101.199,192.168.212.37,3659,3659,69
2.903002,192.168.212.37,39.1.101.199,3659,3659,69
2.923946,39.1.101.199,192.168.212.37,3659,3659,69
2.926937,192.168.212.37,39.1.101.199,3659,3659,69
2.944888,39.1.101.199,192.168.212.37,3659,3659,69
2.950872,192.168.212.37,39.1.101.199,3659,3659,69
2.965865,39.1.101.199,192.168.212.37,3659,3659,69
2.974761,192.168.212.37,39.1.101.199,3659,3659,69
2.979806,39.1.101.199,192.168.212.37,3659,3659,34
2.986727,39.1.101.199,192.168.212.37,3659,3659,69
2.997699,192.168.212.37,39.1.101.199,3659,3659,69
3.00791,39.1.101.199,192.168.212.37,3659,3659,69
3.020874,192.168.212.37,39.1.101.199,3659,3659,69
3.027859,39.1.101.199,192.168.212.37,3659,3659,69
3.044811,192.168.212.37,39.1.101.199,3659,3659,69
3.048804,39.1.101.199,192.168.212.37,3659,3659,69
3.067749,192.168.212.37,39.1.101.199,3659,3659,69
3.069743,39.1.101.199,192.168.212.37,3659,3659,69
3.079196,35.215.187.112,192.168.212.37,50001,60001,60
3.091163,39.1.101.199,192.168.212.37,3659,3659,69
3.09216,192.168.212.37,39.1.101.199,3659,3659,69
3.111109,39.1.101.199,192.168.212.37,3659,3659,69
3.116097,192.168.212.37,39.1.101.199,3659,3659,69
3.132096,39.1.101.199,192.168.212.37,3659,3659,69
3.139036,192.168.212.37,39.1.101.199,3659,3659,69
3.153428,39.1.101.199,192.168.212.37,3659,3659,69
3.162119,192.168.212.37,39.1.101.199,3659,3659,69
3.174131,39.1.101.199,192.168.212.37,3659,3659,69
3.186098,192.168.212.37,39.1.101.199,3659,3659,69
3.195072,39.1.101.199,192.168.212.37,3659,3659,69
3.209881,192.168.212.37,39.1.101.199,3659,3659,69
3.215924,39.1.101.199,192.168.212.37,3659,3659,69
3.234815,192.168.212.37,39.1.101.199,3659,3659,69
3.23581,39.1.101.199,192.168.212.37,3659,3659,69
3.257753,39.1.101.199,192.168.212.37,3659,3659,69
3.258749,192.168.212.37,39.1.101.199,3659,3659,69
3.278696,39.1.101.199,192.168.212.37,3659,3659,69
3.284681,192.168.212.37,39.1.101.199,3659,3659,69
3.295729,142.250.196.202,192.168.212.37,443,58206,41
3.29964,39.1.101.199,192.168.212.37,3659,3659,69
3.311608,192.168.212.37,142.250.196.202,58206,443,46
3.314601,192.168.212.37,39.1.101.199,3659,3659,69
3.315597,142.250.196.202,192.168.212.37,443,58206,33
3.319592,39.1.101.199,192.168.212.37,3659,3659,69
3.341527,39.1.101.199,192.168.212.37,3659,3659,69
3.344521,192.168.212.37,39.1.101.199,3659,3659,69
3.361474,39.1.101.199,192.168.212.37,3659,3659,69
3.374461,192.168.212.37,39.1.101.199,3659,3659,69
3.382422,39.1.101.199,192.168.212.37,3659,3659,69
3.405054,39.1.101.199,192.168.212.37,3659,3659,69
3.407051,192.168.212.37,39.1.101.199,3659,3659,69
3.425001,39.1.101.199,192.168.212.37,3659,3659,69
3.425998,192.168.212.37,39.1.101.199,3659,3659,69
3.445945,39.1.101.199,192.168.212.37,3659,3659,69
3.457913,192.168.212.37,39.1.101.199,3659,3659,69
3.466929,39.1.101.199,192.168.212.37,3659,3659,69
3.485838,39.1.101.199,192.168.212.37,3659,3659,69
3.486835,192.168.212.37,39.1.101.199,3659,3659,69
3.506832,39.1.101.199,192.168.212.37,3659,3659,69
3.510771,192.168.212.37,39.1.101.199,3659,3659,69
3.52773,39.1.101.199,192.168.212.37,3659,3659,69
3.535706,192.168.212.37,39.1.101.199,3659,3659,69
3.54867,39.1.101.199,192.168.212.37,3659,3659,69
3.55964,192.168.212.37,39.1.101.199,3659,3659,69
3.569614,39.1.101.199,192.168.212.37,3659,3659,69
3.583578,192.168.212.37,39.1.101.199,3659,3659,69
3.590651,39.1.101.199,192.168.212.37,3659,3659,69
3.608114,192.168.212.37,39.1.101.199,3659,3659,69
3.612155,39.1.101.199,192.168.212.37,3659,3659,69
3.63205,39.1.101.199,192.168.212.37,3659,3659,69
3.633046,192.168.212.37,39.1.101.199,3659,3659,69
3.652992,39.1.101.199,192.168.212.37,3659,3659,69
3.659974,192.168.212.37,39.1.101.199,3659,3659,69
3.673937,39.1.101.199,192.168.212.37,3659,3659,69
3.687901,192.168.212.37,39.1.101.199,3659,3659,69
3.694882,39.1.101.199,192.168.212.37,3659,3659,69
3.715827,39.1.101.199,192.168.212.37,3659,3659,69
3.716824,192.168.212.37,39.1.101.199,3659,3659,69
3.736845,39.1.101.199,192.168.212.37,3659,3659,69
3.74283,192.168.212.37,39.1.101.199,3659,3659,69
3.757792,39.1.101.199,192.168.212.37,3659,3659,69
3.767763,192.168.212.37,39.1.101.199,3659,3659,53
3.769758,192.168.212.37,39.1.101.199,3659,3659,69
3.778735,39.1.101.199,192.168.212.37,3659,3659,69
3.796688,39.1.101.199,192.168.212.37,3659,3659,34
3.796688,192.168.212.37,39.1.101.199,3659,3659,69
3.798682,39.1.101.199,192.168.212.37,3659,3659,53
3.798682,39.1.101.199,192.168.212.37,3659,3659,69
3.820209,39.1.101.199,192.168.212.37,3659,3659,69
3.822204,192.168.212.37,39.1.101.199,3659,3659,69
3.841153,39.1.101.199,192.168.212.37,3659,3659,69
3.849132,192.168.212.37,39.1.101.199,3659,3659,69
3.861101,39.1.101.199,192.168.212.37,3659,3659,69
3.87207,192.168.212.37,39.1.101.199,3659,3659,34
3.875063,39.1.101.199,192.168.212.37,3659,3659,37
3.875063,192.168.212.37,39.1.101.199,3659,3659,69
3.882046,39.1.101.199,192.168.212.37,3659,3659,69
3.88703,192.168.212.37,39.1.101.199,3659,3659,37
3.902041,192.168.212.37,39.1.101.199,3659,3659,69
3.903037,39.1.101.199,192.168.212.37,3659,3659,69
3.925118,39.1.101.199,192.168.212.37,3659,3659,69
3.929613,192.168.212.37,39.1.101.199,3659,3659,69
3.944573,39.1.101.199,192.168.212.37,3659,3659,69
3.95754,192.168.212.37,39.1.101.199,3659,3659,69
3.965556,39.1.101.199,192.168.212.37,3659,3659,69
3.984466,192.168.212.37,39.1.101.199,3659,3659,69
3.986461,39.1.101.199,192.168.212.37,3659,3659,34
3.986461,39.1.101.199,192.168.212.37,3659,3659,69
4.007804,39.1.101.199,192.168.212.37,3659,3659,69
4.01176,192.168.212.37,39.1.101.199,3659,3659,69
4.028713,39.1.101.199,192.168.212.37,3659,3659,69
4.038689,192.168.212.37,39.1.101.199,3659,3659,69
4.049657,39.1.101.199,192.168.212.37,3659,3659,69
4.066614,192.168.212.37,39.1.101.199,3659,3659,69
4.069604,39.1.101.199,192.168.212.37,3659,3659,69
4.079577,35.215.187.112,192.168.212.37,50001,60001,80
4.079577,35.215.187.112,192.168.212.37,50001,60001,80
4.090548,39.1.101.199,192.168.212.37,3659,3659,69
4.093542,192.168.212.37,39.1.101.199,3659,3659,69
4.111525,39.1.101.199,192.168.212.37,3659,3659,69
4.12047,192.168.212.37,39.1.101.199,3659,3659,69
4.133436,39.1.101.199,192.168.212.37,3659,3659,69
4.148393,192.168.212.37,39.1.101.199,3659,3659,69
4.153417,39.1.101.199,192.168.212.37,3659,3659,69
4.174326,39.1.101.199,192.168.212.37,3659,3659,69
4.175323,192.168.212.37,39.1.101.199,3659,3659,69
4.195311,39.1.101.199,192.168.212.37,3659,3659,69
4.202654,192.168.212.37,39.1.101.199,3659,3659,69
4.215614,39.1.101.199,192.168.212.37,3659,3659,69
4.229574,192.168.212.37,39.1.101.199,3659,3659,69
4.236607,39.1.101.199,192.168.212.37,3659,3659,69
4.257502,192.168.212.37,39.1.101.199,3659,3659,69
4.257502,39.1.101.199,192.168.212.37,3659,3659,69
4.278444,39.1.101.199,192.168.212.37,3659,3659,69
4.284429,192.168.212.37,39.1.101.199,3659,3659,69
4.299388,39.1.101.199,192.168.212.37,3659,3659,69
4.312354,192.168.212.37,39.1.101.199,3659,3659,69
4.320333,39.1.101.199,192.168.212.37,3659,3659,69
4.339295,192.168.212.37,39.1.101.199,3659,3659,69
4.34028,39.1.101.199,192.168.212.37,3659,3659,69
4.361263,39.1.101.199,192.168.212.37,3659,3659,69
4.366211,192.168.212.37,39.1.101.199,3659,3659,69
4.383164,39.1.101.199,192.168.212.37,3659,3659,69
4.394136,192.168.212.37,39.1.101.199,3659,3659,69
4.403198,39.1.101.199,192.168.212.37,3659,3659,69
4.421151,192.168.212.37,39.1.101.199,3659,3659,69
4.423145,39.1.101.199,192.168.212.37,3659,3659,69
4.444092,39.1.101.199,192.168.212.37,3659,3659,69
4.449076,192.168.212.37,39.1.101.199,3659,3659,69
4.466031,39.1.101.199,192.168.212.37,3659,3659,69
4.476554,192.168.212.37,39.1.101.199,3659,3659,69
4.48711,39.1.101.199,192.168.212.37,3659,3659,69
4.504024,192.168.212.37,39.1.101.199,3659,3659,69
4.507015,39.1.101.199,192.168.212.37,3659,3659,69
4.529956,39.1.101.199,192.168.212.37,3659,3659,69
4.530952,192.168.212.37,39.1.101.199,3659,3659,69
4.554891,39.1.101.199,192.168.212.37,3659,3659,69
4.558877,192.168.212.37,39.1.101.199,3659,3659,69
4.570844,39.1.101.199,192.168.212.37,3659,3659,69
4.586823,192.168.212.37,39.1.101.199,3659,3659,69
4.590791,39.1.101.199,192.168.212.37,3659,3659,69
4.61573,192.168.212.37,39.1.101.199,3659,3659,69
4.616759,39.1.101.199,192.168.212.37,3659,3659,69
4.635673,39.1.101.199,192.168.212.37,3659,3659,69
4.644649,192.168.212.37,39.1.101.199,3659,3659,69
4.653623,39.1.101.199,192.168.212.37,3659,3659,69
4.671582,192.168.212.37,39.1.101.199,3659,3659,69
4.674573,39.1.101.199,192.168.212.37,3659,3659,69
4.694678,39.1.101.199,192.168.212.37,3659,3659,69
4.698669,192.168.212.37,39.1.101.199,3659,3659,69
4.715658,39.1.101.199,192.168.212.37,3659,3659,69
4.725595,192.168.212.37,39.1.101.199,3659,3659,69
4.736567,39.1.101.199,192.168.212.37,3659,3659,69
4.753523,192.168.212.37,39.1.101.199,3659,3659,69
4.75751,39.1.101.199,192.168.212.37,3659,3659,69
4.778456,192.168.212.37,39.1.101.199,3659,3659,53
4.779452,39.1.101.199,192.168.212.37,3659,3659,69
4.780451,192.168.212.37,39.1.101.199,3659,3659,69
4.799449,39.1.101.199,192.168.212.37,3659,3659,69
4.807016,39.1.101.199,192.168.212.37,3659,3659,34
4.808013,192.168.212.37,39.1.101.199,3659,3659,69
4.812003,39.1.101.199,192.168.212.37,3659,3659,53
4.819983,39.1.101.199,192.168.212.37,3659,3659,69
