0.001527,74.125.247.128,192.168.50.90,3478,57496,105
0.002031,192.168.50.90,74.125.247.128,57496,3478,77
0.004461,192.168.50.90,74.125.247.128,57496,3478,829
0.004728,192.168.50.90,74.125.247.128,57496,3478,141
0.012396,74.125.247.128,192.168.50.90,3478,57496,54
0.016334,74.125.247.128,192.168.50.90,3478,57496,77
0.016722,74.125.247.128,192.168.50.90,3478,57496,105
0.025385,192.168.50.90,74.125.247.128,57496,3478,460
0.034509,74.125.247.128,192.168.50.90,3478,57496,105
0.035443,192.168.50.90,74.125.247.128,57496,3478,77
0.047879,192.168.50.90,74.125.247.128,57496,3478,229
0.048139,192.168.50.90,74.125.247.128,57496,3478,141
0.050594,74.125.247.128,192.168.50.90,3478,57496,105
0.057215,192.168.50.90,74.125.247.128,57496,3478,460
0.0575,192.168.50.90,74.125.247.128,57496,3478,460
0.05929,74.125.247.128,192.168.50.90,3478,57496,77
0.059525,192.168.50.90,74.125.247.128,57496,3478,77
0.063271,74.125.247.128,192.168.50.90,3478,57496,54
0.066421,74.125.247.128,192.168.50.90,3478,57496,105
0.084388,74.125.247.128,192.168.50.90,3478,57496,105
0.085138,192.168.50.90,74.125.247.128,57496,3478,77
0.088463,192.168.50.90,74.125.247.128,57496,3478,460
0.089036,192.168.50.90,74.125.247.128,57496,3478,460
0.095025,192.168.50.90,74.125.247.128,57496,3478,439
0.095378,192.168.50.90,74.125.247.128,57496,3478,141
0.100115,74.125.247.128,192.168.50.90,3478,57496,105
0.106417,74.125.247.128,192.168.50.90,3478,57496,77
0.106797,192.168.50.90,74.125.247.128,57496,3478,77
0.114114,74.125.247.128,192.168.50.90,3478,57496,54
0.116981,74.125.247.128,192.168.50.90,3478,57496,105
0.118863,192.168.50.90,74.125.247.128,57496,3478,460
0.134249,74.125.247.128,192.168.50.90,3478,57496,105
0.135364,192.168.50.90,74.125.247.128,57496,3478,77
0.138756,192.168.50.90,74.125.247.128,57496,3478,217
0.139064,192.168.50.90,74.125.247.128,57496,3478,141
0.1497,192.168.50.90,74.125.247.128,57496,3478,460
0.150017,74.125.247.128,192.168.50.90,3478,57496,77
0.150287,192.168.50.90,74.125.247.128,57496,3478,460
0.150518,74.125.247.128,192.168.50.90,3478,57496,105
0.156235,74.125.247.128,192.168.50.90,3478,57496,102
0.16523,74.125.247.128,192.168.50.90,3478,57496,54
0.167259,74.125.247.128,192.168.50.90,3478,57496,105
0.167923,192.168.50.90,74.125.247.128,57496,3478,77
0.172589,192.168.50.90,74.125.247.128,57496,3478,336
0.172859,192.168.50.90,74.125.247.128,57496,3478,141
0.183745,74.125.247.128,192.168.50.90,3478,57496,105
0.184565,74.125.247.128,192.168.50.90,3478,57496,77
0.184875,192.168.50.90,74.125.247.128,57496,3478,77
0.185148,192.168.50.90,74.125.247.128,57487,3478,28
0.190299,74.125.247.128,192.168.50.90,3478,57487,40
0.194364,192.168.50.90,74.125.247.128,57496,3478,460
