0.002991,39.1.101.199,192.168.212.37,3659,3659,69
0.015956,192.168.212.37,39.1.101.199,3659,3659,69
0.023934,39.1.101.199,192.168.212.37,3659,3659,69
0.033909,192.168.212.37,39.1.101.199,3659,3659,69
0.045876,39.1.101.199,192.168.212.37,3659,3659,69
0.053855,192.168.212.37,39.1.101.199,3659,3659,69
0.06682,39.1.101.199,192.168.212.37,3659,3659,69
0.071807,192.168.212.37,39.1.101.199,3659,3659,69
0.082777,39.1.101.199,192.168.212.37,3659,3659,34
0.086766,39.1.101.199,192.168.212.37,3659,3659,69
0.090757,192.168.212.37,39.1.101.199,3659,3659,69
0.10855,39.1.101.199,192.168.212.37,3659,3659,69
0.109545,192.168.212.37,39.1.101.199,3659,3659,69
0.118522,35.215.187.112,192.168.212.37,50001,50624,60
0.128495,39.1.101.199,192.168.212.37,3659,3659,69
0.129492,192.168.212.37,39.1.101.199,3659,3659,69
0.147451,192.168.212.37,39.1.101.199,3659,3659,69
0.149047,39.1.101.199,192.168.212.37,3659,3659,69
0.169992,39.1.101.199,192.168.212.37,3659,3659,69
0.178968,192.168.212.37,39.1.101.199,3659,3659,69
0.190936,39.1.101.199,192.168.212.37,3659,3659,69
0.212198,39.1.101.199,192.168.212.37,3659,3659,69
0.213192,192.168.212.37,39.1.101.199,3659,3659,69
0.233751,39.1.101.199,192.168.212.37,3659,3659,69
0.236742,192.168.212.37,39.1.101.199,3659,3659,69
0.253695,39.1.101.199,192.168.212.37,3659,3659,69
0.254692,192.168.212.37,39.1.101.199,3659,3659,69
0.275638,39.1.101.199,192.168.212.37,3659,3659,69
0.283616,192.168.212.37,39.1.101.199,3659,3659,69
0.296588,39.1.101.199,192.168.212.37,3659,3659,69
0.317929,39.1.101.199,192.168.212.37,3659,3659,69
0.318926,192.168.212.37,39.1.101.199,3659,3659,69
0.336955,192.168.212.37,39.1.101.199,3659,3659,69
0.337955,39.1.101.199,192.168.212.37,3659,3659,69
0.358899,39.1.101.199,192.168.212.37,3659,3659,69
0.378031,192.168.212.37,39.1.101.199,3659,3659,69
0.379129,39.1.101.199,192.168.212.37,3659,3659,69
0.400884,39.1.101.199,192.168.212.37,3659,3659,69
0.40286,192.168.212.37,39.1.101.199,3659,3659,69
0.421814,39.1.101.199,192.168.212.37,3659,3659,69
0.424803,192.168.212.37,39.1.101.199,3659,3659,69
0.441755,39.1.101.199,192.168.212.37,3659,3659,69
0.441755,192.168.212.37,39.1.101.199,3659,3659,69
0.46249,39.1.101.199,192.168.212.37,3659,3659,69
0.475366,192.168.212.37,39.1.101.199,3659,3659,69
0.483203,39.1.101.199,192.168.212.37,3659,3659,69
0.495457,192.168.212.37,39.1.101.199,3659,3659,69
0.506216,39.1.101.199,192.168.212.37,3659,3659,69
0.514201,192.168.212.37,39.1.101.199,3659,3659,69
0.52498,39.1.101.199,192.168.212.37,3659,3659,69
0.52924,192.168.212.37,39.1.101.199,3659,3659,69
0.545751,39.1.101.199,192.168.212.37,3659,3659,69
0.546753,192.168.212.37,39.1.101.199,3659,3659,69
0.563702,192.168.212.37,39.1.101.199,3659,3659,69
0.566696,39.1.101.199,192.168.212.37,3659,3659,69
0.582654,192.168.212.37,39.1.101.199,3659,3659,69
0.587641,39.1.101.199,192.168.212.37,3659,3659,69
0.602122,192.168.212.37,39.1.101.199,3659,3659,69
0.608104,39.1.101.199,192.168.212.37,3659,3659,69
0.61709,192.168.212.37,39.1.101.199,3659,3659,69
0.629051,39.1.101.199,192.168.212.37,3659,3659,69
0.649643,39.1.101.199,192.168.212.37,3659,3659,69
0.650643,192.168.212.37,39.1.101.199,3659,3659,69
0.666599,192.168.212.37,39.1.101.199,3659,3659,69
0.670586,39.1.101.199,192.168.212.37,3659,3659,69
0.69253,39.1.101.199,192.168.212.37,3659,3659,69
0.698511,192.168.212.37,39.1.101.199,3659,3659,69
0.712475,39.1.101.199,192.168.212.37,3659,3659,69
0.732421,192.168.212.37,39.1.101.199,3659,3659,69
0.733421,39.1.101.199,192.168.212.37,3659,3659,69
0.753365,192.168.212.37,39.1.101.199,3659,3659,69
0.753365,39.1.101.199,192.168.212.37,3659,3659,69
0.772315,192.168.212.37,39.1.101.199,3659,3659,69
0.77431,39.1.101.199,192.168.212.37,3659,3659,69
0.796252,39.1.101.199,192.168.212.37,3659,3659,69
0.802234,192.168.212.37,39.1.101.199,3659,3659,69
0.817198,39.1.101.199,192.168.212.37,3659,3659,69
0.81919,192.168.212.37,39.1.101.199,3659,3659,69
0.836143,192.168.212.37,39.1.101.199,3659,3659,69
0.837142,39.1.101.199,192.168.212.37,3659,3659,69
0.857089,192.168.212.37,39.1.101.199,3659,3659,69
0.858087,39.1.101.199,192.168.212.37,3659,3659,69
0.873046,192.168.212.37,39.1.101.199,3659,3659,69
0.880181,39.1.101.199,192.168.212.37,3659,3659,69
0.882776,192.168.212.37,35.215.187.112,50624,50001,36
0.900377,39.1.101.199,192.168.212.37,3659,3659,69
0.906354,192.168.212.37,39.1.101.199,3659,3659,69
0.921314,39.1.101.199,192.168.212.37,3659,3659,69
0.924306,192.168.212.37,39.1.101.199,3659,3659,69
0.941258,39.1.101.199,192.168.212.37,3659,3659,69
0.95225,192.168.212.37,39.1.101.199,3659,3659,53
0.955222,192.168.212.37,39.1.101.199,3659,3659,69
0.9642,39.1.101.199,192.168.212.37,3659,3659,69
0.972182,192.168.212.37,39.1.101.199,3659,3659,69
0.975169,39.1.101.199,192.168.212.37,3659,3659,53
0.982149,39.1.101.199,192.168.212.37,3659,3659,57
