0.338254,127.0.0.1,127.0.0.1,58465,28194,52,1,1302747058
0.338675,20.201.192.56,192.168.50.90,443,58466,1492,1,2555132490
1.200889,20.201.192.56,192.168.50.90,443,58466,1492,1,2555133942
1.201084,127.0.0.1,127.0.0.1,28194,58465,40,2,0
1.201322,192.168.50.90,20.201.192.56,58466,443,40,1,4172482360
1.201568,127.0.0.1,127.0.0.1,58467,1120,52,1,3419566331
1.20193,20.201.192.56,192.168.50.90,443,58466,1492,1,2555135394
1.202099,127.0.0.1,127.0.0.1,1120,58467,52,2,2350040860
1.202382,20.201.192.56,192.168.50.90,443,58466,1492,1,2555136846
1.202545,127.0.0.1,127.0.0.1,58467,1120,40,1,3419566332
1.20279,20.201.192.56,192.168.50.90,443,58466,450,2,2555138298
1.202973,127.0.0.1,127.0.0.1,58467,1120,183,2,3419566332
1.203225,192.168.50.90,20.201.192.56,58466,443,40,1,4172482360
1.203386,127.0.0.1,127.0.0.1,1120,58467,40,1,2350040861
1.203625,192.168.50.90,20.201.192.56,58466,443,120,2,4172482360
1.203813,127.0.0.1,127.0.0.1,1120,58467,57,2,2350040861
1.204057,192.168.50.90,20.201.192.56,58466,443,120,2,4172482440
1.204232,127.0.0.1,127.0.0.1,58467,1120,40,1,3419566475
1.204532,192.168.50.90,20.201.192.56,58466,443,0,2,4172482520
1.204707,127.0.0.1,127.0.0.1,1120,58467,61,2,2350040878
1.20494,192.168.50.90,20.201.192.56,58466,443,129,2,4172484667
1.205188,127.0.0.1,127.0.0.1,58467,1120,40,1,3419566475
1.20557,192.168.50.90,20.201.192.56,58466,443,71,2,4172484756
1.205922,127.0.0.1,127.0.0.1,1120,58467,77,2,2350040899
1.206285,20.201.192.56,192.168.50.90,443,58466,40,1,2555138708
1.206479,127.0.0.1,127.0.0.1,58467,1120,40,1,3419566475
1.206761,20.201.192.56,192.168.50.90,443,58466,143,2,2555138708
1.20696,127.0.0.1,127.0.0.1,1120,58467,59,2,2350040936
1.20724,20.201.192.56,192.168.50.90,443,58466,102,2,2555138811
1.207425,127.0.0.1,127.0.0.1,58467,1120,40,1,3419566475
1.207624,192.168.50.90,20.201.192.56,58466,443,40,1,4172484787
1.207824,127.0.0.1,127.0.0.1,1120,58467,42,2,2350040955
1.208041,192.168.50.90,20.201.192.56,58466,443,71,2,4172484787
