0.002617,192.168.212.37,35.215.170.227,56367,50006,68
0.00702,35.215.170.227,192.168.212.37,50006,56367,223
0.009079,35.215.170.227,192.168.212.37,50006,56367,1020
0.009658,35.215.170.227,192.168.212.37,50006,56367,1020
0.010043,35.215.170.227,192.168.212.37,50006,56367,1020
0.010537,35.215.170.227,192.168.212.37,50006,56367,1020
0.011476,35.215.170.227,192.168.212.37,50006,56367,1021
0.026098,35.215.170.227,192.168.212.37,50006,56367,220
0.028298,35.215.170.227,192.168.212.37,50006,56367,1027
0.031111,35.215.170.227,192.168.212.37,50006,56367,1027
0.032705,35.215.170.227,192.168.212.37,50006,56367,1027
0.033217,35.215.170.227,192.168.212.37,50006,56367,1027
0.033534,35.215.170.227,192.168.212.37,50006,56367,1028
0.041272,35.215.170.227,192.168.212.37,50006,56367,1019
0.041596,35.215.170.227,192.168.212.37,50006,56367,1019
0.042374,35.215.170.227,192.168.212.37,50006,56367,1020
0.042636,35.215.170.227,192.168.212.37,50006,56367,1020
0.043389,35.215.170.227,192.168.212.37,50006,56367,1020
0.051908,118.232.1.174,192.168.212.37,5427,62524,134
0.052248,192.168.212.37,118.232.1.174,62524,5427,22
0.05259,192.168.212.37,35.215.170.227,56367,50006,68
0.06013,35.215.170.227,192.168.212.37,50006,56367,213
0.06692,35.215.170.227,192.168.212.37,50006,56367,218
0.071611,35.215.170.227,192.168.212.37,50006,56367,1022
0.072056,35.215.170.227,192.168.212.37,50006,56367,1022
0.07277,35.215.170.227,192.168.212.37,50006,56367,1022
0.073248,35.215.170.227,192.168.212.37,50006,56367,1022
0.073662,35.215.170.227,192.168.212.37,50006,56367,1023
0.08676,35.215.170.227,192.168.212.37,50006,56367,1020
0.08734,35.215.170.227,192.168.212.37,50006,56367,1020
0.08819,35.215.170.227,192.168.212.37,50006,56367,1020
0.088538,35.215.170.227,192.168.212.37,50006,56367,217
0.088885,35.215.170.227,192.168.212.37,50006,56367,1020
0.08918,35.215.170.227,192.168.212.37,50006,56367,1021
0.102613,192.168.212.37,35.215.170.227,56367,50006,60
0.106535,35.215.170.227,192.168.212.37,50006,56367,226
0.114479,35.215.170.227,192.168.212.37,50006,56367,1024
0.115442,35.215.170.227,192.168.212.37,50006,56367,1024
0.115907,35.215.170.227,192.168.212.37,50006,56367,1024
0.116205,35.215.170.227,192.168.212.37,50006,56367,1024
0.116479,35.215.170.227,192.168.212.37,50006,56367,1024
0.121596,35.215.170.227,192.168.212.37,50006,56367,1019
0.122488,35.215.170.227,192.168.212.37,50006,56367,1019
0.122924,35.215.170.227,192.168.212.37,50006,56367,1019
0.123334,35.215.170.227,192.168.212.37,50006,56367,1020
0.127918,35.215.135.22,192.168.212.37,50007,62084,60
0.128329,35.215.170.227,192.168.212.37,50006,56367,1020
0.131345,35.215.170.227,192.168.212.37,50006,56367,225
0.144995,35.215.170.227,192.168.212.37,50006,56367,1022
0.145384,35.215.170.227,192.168.212.37,50006,56367,1022
0.146415,35.215.170.227,192.168.212.37,50006,56367,1022
0.146838,35.215.170.227,192.168.212.37,50006,56367,1022
0.147181,35.215.170.227,192.168.212.37,50006,56367,1022
0.14741,35.215.170.227,192.168.212.37,50006,56367,230
0.153177,192.168.212.37,35.215.170.227,56367,50006,68
0.156094,35.215.170.227,192.168.212.37,50006,56367,1020
0.156531,35.215.170.227,192.168.212.37,50006,56367,1020
0.15704,35.215.170.227,192.168.212.37,50006,56367,1020
0.157474,35.215.170.227,192.168.212.37,50006,56367,1020
0.157763,35.215.170.227,192.168.212.37,50006,56367,1021
0.173471,35.215.170.227,192.168.212.37,50006,56367,216
0.178468,35.215.170.227,192.168.212.37,50006,56367,1024
0.179242,35.215.170.227,192.168.212.37,50006,56367,1024
0.180378,35.215.170.227,192.168.212.37,50006,56367,1024
0.181208,35.215.170.227,192.168.212.37,50006,56367,1024
0.181669,35.215.170.227,192.168.212.37,50006,56367,1024
0.19529,35.215.170.227,192.168.212.37,50006,56367,104
0.195652,35.215.170.227,192.168.212.37,50006,56367,60
0.203167,192.168.212.37,35.215.170.227,56367,50006,60
0.2217,35.215.170.227,192.168.212.37,50006,56367,1019
0.222382,35.215.170.227,192.168.212.37,50006,56367,1019
0.222689,35.215.170.227,192.168.212.37,50006,56367,1020
0.223198,35.215.170.227,192.168.212.37,50006,56367,1020
0.224363,35.215.170.227,192.168.212.37,50006,56367,1020
0.230433,35.215.170.227,192.168.212.37,50006,56367,220
0.243896,35.215.170.227,192.168.212.37,50006,56367,225
0.25008,35.215.170.227,192.168.212.37,50006,56367,221
0.253534,192.168.212.37,35.215.170.227,56367,50006,56
0.255257,35.215.170.227,192.168.212.37,50006,56367,1022
0.255634,35.215.170.227,192.168.212.37,50006,56367,1022
0.256365,35.215.170.227,192.168.212.37,50006,56367,1022
0.256635,35.215.170.227,192.168.212.37,50006,56367,1022
0.257431,35.215.170.227,192.168.212.37,50006,56367,1023
0.258435,35.215.170.227,192.168.212.37,50006,56367,218
0.268589,35.215.170.227,192.168.212.37,50006,56367,214
0.27177,35.215.170.227,192.168.212.37,50006,56367,1023
0.272152,35.215.170.227,192.168.212.37,50006,56367,1023
0.272536,35.215.170.227,192.168.212.37,50006,56367,1023
0.273555,35.215.170.227,192.168.212.37,50006,56367,1024
