0.00396,192.168.212.37,35.215.170.227,60979,50006,56
0.006997,35.215.170.227,192.168.212.37,50006,60979,1126
0.008041,35.215.170.227,192.168.212.37,50006,60979,1126
0.008453,35.215.170.227,192.168.212.37,50006,60979,1127
0.010149,35.215.170.227,192.168.212.37,50006,60979,1127
0.01058,35.215.170.227,192.168.212.37,50006,60979,1127
0.010992,35.215.170.227,192.168.212.37,50006,60979,1127
0.012678,35.215.170.227,192.168.212.37,50006,60979,1127
0.013006,35.215.170.227,192.168.212.37,50006,60979,1127
0.013273,35.215.170.227,192.168.212.37,50006,60979,1127
0.01353,35.215.170.227,192.168.212.37,50006,60979,1127
0.013807,35.215.170.227,192.168.212.37,50006,60979,1127
0.015751,35.215.135.22,192.168.212.37,50007,52754,55
0.019983,35.215.170.227,192.168.212.37,50006,60979,1040
0.020297,35.215.170.227,192.168.212.37,50006,60979,1040
0.020557,35.215.170.227,192.168.212.37,50006,60979,1041
0.020837,35.215.170.227,192.168.212.37,50006,60979,1041
0.021799,35.215.170.227,192.168.212.37,50006,60979,1041
0.022065,35.215.170.227,192.168.212.37,50006,60979,1041
0.02372,35.215.170.227,192.168.212.37,50006,60979,231
0.024832,35.215.135.22,192.168.212.37,50007,52754,233
0.032929,35.215.135.22,192.168.212.37,50007,52754,239
0.038122,35.215.135.22,192.168.212.37,50007,52754,55
0.050177,35.215.170.227,192.168.212.37,50006,60979,232
0.055375,35.215.170.227,192.168.212.37,50006,60979,222
0.055632,192.168.212.37,35.215.170.227,60979,50006,68
0.055915,35.215.135.22,192.168.212.37,50007,52754,55
0.05806,35.215.135.22,192.168.212.37,50007,52754,230
0.062782,35.215.170.227,192.168.212.37,50006,60979,1189
0.063084,35.215.170.227,192.168.212.37,50006,60979,1190
0.063899,35.215.170.227,192.168.212.37,50006,60979,1190
0.064176,35.215.170.227,192.168.212.37,50006,60979,1190
0.066485,35.215.170.227,192.168.212.37,50006,60979,1190
0.066831,35.215.170.227,192.168.212.37,50006,60979,1190
0.074712,35.215.135.22,192.168.212.37,50007,52754,221
0.07571,35.215.135.22,192.168.212.37,50007,52754,55
0.093572,192.168.212.37,118.232.1.174,62524,5427,20
0.096027,35.215.170.227,192.168.212.37,50006,60979,231
0.096287,35.215.135.22,192.168.212.37,50007,52754,55
0.100304,118.232.1.174,192.168.212.37,5427,62524,20
0.100568,192.168.212.37,118.232.1.174,62524,5427,22
0.105584,192.168.212.37,35.215.170.227,60979,50006,56
0.107852,35.215.170.227,192.168.212.37,50006,60979,1176
0.109111,35.215.170.227,192.168.212.37,50006,60979,1176
0.109505,35.215.170.227,192.168.212.37,50006,60979,1176
0.109829,35.215.170.227,192.168.212.37,50006,60979,1176
0.110079,118.232.1.174,192.168.212.37,5427,62524,22
0.110315,35.215.135.22,192.168.212.37,50007,52754,225
0.11317,35.215.170.227,192.168.212.37,50006,60979,236
0.116253,35.215.135.22,192.168.212.37,50007,52754,55
0.117573,35.215.135.22,192.168.212.37,50007,52754,228
0.121465,35.215.170.227,192.168.212.37,50006,60979,226
0.130674,35.215.170.227,192.168.212.37,50006,60979,1170
0.130972,35.215.170.227,192.168.212.37,50006,60979,1170
0.131831,35.215.170.227,192.168.212.37,50006,60979,1170
0.13644,35.215.170.227,192.168.212.37,50006,60979,1170
0.136814,35.215.170.227,192.168.212.37,50006,60979,1170
0.137171,35.215.170.227,192.168.212.37,50006,60979,1170
0.137432,35.215.135.22,192.168.212.37,50007,52754,55
0.148042,35.215.170.227,192.168.212.37,50006,60979,1170
0.148409,35.215.170.227,192.168.212.37,50006,60979,1170
0.148689,35.215.170.227,192.168.212.37,50006,60979,1170
0.148944,35.215.170.227,192.168.212.37,50006,60979,1170
0.149212,35.215.170.227,192.168.212.37,50006,60979,1171
0.149438,35.215.135.22,192.168.212.37,50007,52754,228
0.149683,35.215.170.227,192.168.212.37,50006,60979,1171
0.149935,35.215.170.227,192.168.212.37,50006,60979,1171
0.150155,35.215.170.227,192.168.212.37,50006,60979,216
0.150418,35.215.170.227,192.168.212.37,50006,60979,1171
0.150682,35.215.170.227,192.168.212.37,50006,60979,1171
0.15094,35.215.170.227,192.168.212.37,50006,60979,1171
0.151227,35.215.170.227,192.168.212.37,50006,60979,1171
0.151541,35.215.170.227,192.168.212.37,50006,60979,1171
0.151791,35.215.170.227,192.168.212.37,50006,60979,1171
0.152051,35.215.170.227,192.168.212.37,50006,60979,1201
0.152627,35.215.170.227,192.168.212.37,50006,60979,1201
0.156276,35.215.135.22,192.168.212.37,50007,52754,55
0.156638,192.168.212.37,35.215.170.227,60979,50006,76
0.159195,35.215.135.22,192.168.212.37,50007,52754,213
0.160052,35.215.170.227,192.168.212.37,50006,60979,1202
0.160326,35.215.170.227,192.168.212.37,50006,60979,1202
0.160587,35.215.170.227,192.168.212.37,50006,60979,1202
0.160909,35.215.170.227,192.168.212.37,50006,60979,1202
0.161367,35.215.135.22,192.168.212.37,50007,52754,80
0.162298,35.215.170.227,192.168.212.37,50006,60979,1202
0.162581,35.215.170.227,192.168.212.37,50006,60979,1202
0.163306,35.215.170.227,192.168.212.37,50006,60979,1202
0.16358,35.215.170.227,192.168.212.37,50006,60979,1202
0.163843,35.215.170.227,192.168.212.37,50006,60979,1202
0.167911,35.215.170.227,192.168.212.37,50006,60979,202
0.179901,35.215.135.22,192.168.212.37,50007,52754,201
0.186112,35.215.170.227,192.168.212.37,50006,60979,1201
0.186418,35.215.170.227,192.168.212.37,50006,60979,1201
0.186641,35.215.170.227,192.168.212.37,50006,60979,199
0.187211,35.215.170.227,192.168.212.37,50006,60979,1201
0.187537,35.215.170.227,192.168.212.37,50006,60979,1201
0.187804,35.215.170.227,192.168.212.37,50006,60979,1201
0.188067,35.215.170.227,192.168.212.37,50006,60979,1202
0.188916,35.215.170.227,192.168.212.37,50006,60979,1202
0.190212,192.168.212.37,35.215.135.22,52754,50007,60
0.200033,35.215.135.22,192.168.212.37,50007,52754,185
0.206618,35.215.170.227,192.168.212.37,50006,60979,1066
0.207123,35.215.170.227,192.168.212.37,50006,60979,1067
0.207379,192.168.212.37,35.215.170.227,60979,50006,68
0.207807,35.215.170.227,192.168.212.37,50006,60979,1067
0.208086,35.215.170.227,192.168.212.37,50006,60979,1067
0.208335,35.215.170.227,192.168.212.37,50006,60979,1067
0.211864,35.215.170.227,192.168.212.37,50006,60979,208
0.214645,35.215.135.22,192.168.212.37,50007,52754,166
0.216904,35.215.170.227,192.168.212.37,50006,60979,104
0.217158,35.215.170.227,192.168.212.37,50006,60979,60
0.220164,35.215.170.227,192.168.212.37,50006,60979,226
0.235829,35.215.170.227,192.168.212.37,50006,60979,969
0.23662,35.215.170.227,192.168.212.37,50006,60979,969
0.237026,35.215.170.227,192.168.212.37,50006,60979,969
0.23734,35.215.170.227,192.168.212.37,50006,60979,969
0.239291,35.215.170.227,192.168.212.37,50006,60979,918
0.241252,35.215.170.227,192.168.212.37,50006,60979,918
0.241608,35.215.170.227,192.168.212.37,50006,60979,919
