timeStamp,srcip,dstip,srcport,dstport,protocol,duration,srcbytes,dstbytes,srceff,dsteff,srcpkts,dstpkts,srcseq,dstseq
78.047386,192.168.212.34,224.0.0.251,5353,5353,0,2.869212,1221,0,3404.419053,0.0,6,0,0,0
79.37253,142.250.198.74,192.168.212.39,443,54445,0,0.219311,74,75,2699.363005,2735.840883,1,1,0,0
80.145471,192.168.212.39,23.46.63.130,59322,443,1,0.111838,55,66,3934.262058,4721.114469,1,1,737092856,3501624317
80.477588,192.168.212.39,185.199.108.153,59321,443,1,0.218912,55,66,2009.940067,2411.928081,1,1,24828907,1298530694
81.133603,192.168.212.39,40.81.252.176,58844,3544,0,0.0,103,0,0.0,0.0,1,0,0,0
83.332905,192.168.212.39,104.18.31.173,59327,443,1,0.112204,55,66,3921.428826,4705.714591,1,1,414800282,816208020
83.776646,192.168.212.39,104.18.20.243,59326,443,1,0.110932,55,66,3966.393827,4759.672592,1,1,1745473990,3093862623
86.556393,192.168.212.39,172.64.150.28,59330,443,1,0.110191,55,66,3993.066584,4791.679901,1,1,3522118013,3271684264
87.000271,192.168.212.39,103.195.103.66,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
86.888774,192.168.212.39,103.195.103.66,9993,9993,0,1.995922,179,671,717.462907,2689.483858,1,1,0,0
87.111458,192.168.212.39,103.195.103.66,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
87.333618,192.168.212.39,79.127.159.187,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
87.444619,192.168.212.39,79.127.159.187,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
87.55674,192.168.212.39,84.17.53.155,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
87.668625,192.168.212.39,84.17.53.155,45366,9993,0,0.995356,179,671,1438.681236,5393.045302,1,1,0,0
87.780827,192.168.212.39,84.17.53.155,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
87.890479,192.168.212.39,185.152.67.145,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
88.002423,192.168.212.39,185.152.67.145,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
88.113631,192.168.212.39,185.152.67.145,64208,9993,0,0.659994,179,671,2169.716694,8133.407273,1,1,0,0
90.036588,26.17.54.25,224.0.0.251,5353,5353,0,0.787011,932,0,9473.819299,0.0,6,0,0,0
93.126637,35.208.25.129,192.168.212.39,64182,9993,0,0.109104,70,79,5132.717407,5792.638217,1,1,0,0
96.115841,192.168.212.39,172.64.155.209,59331,443,1,0.220735,55,66,1993.340431,2392.008517,1,1,3312139907,4065371015
99.321093,192.168.212.39,52.123.128.14,59681,443,1,1.874999,1550,1377,6613.33686,5875.203133,7,6,3024913759,688296070
102.96129,142.250.198.74,192.168.212.39,443,54445,0,0.110353,74,75,5364.602684,5437.097315,1,1,0,0
103.183518,147.92.185.2,192.168.212.39,443,58646,1,0.220446,151,91,5479.800042,3302.396052,2,1,1097630859,3931589257
104.509566,104.18.39.21,192.168.212.39,443,59336,1,0.219264,138,82,5035.02627,2991.827204,2,1,2919391083,1980766966
113.795055,192.168.212.39,52.138.229.66,59398,443,1,0.987047,55,66,445.774112,534.928934,1,1,595195736,3409309637
117.860761,192.168.212.39,40.81.252.176,58844,3544,0,0.43912,103,151,1876.480233,2750.956458,1,1,0,0
121.167239,192.168.212.39,192.168.212.1,56734,5351,0,0.0,44,0,0.0,0.0,1,0,0,0
121.495762,192.168.212.39,239.255.255.250,56736,1900,0,0.0,136,0,0.0,0.0,1,0,0,0
124.579048,142.250.198.74,192.168.212.39,443,54445,0,0.221959,74,75,2667.15925,2703.201943,1,1,0,0
128.640732,35.208.25.129,192.168.212.39,64182,9993,0,0.109363,70,79,5120.561799,5778.919744,1,1,0,0
131.392557,192.168.212.39,74.125.23.188,53630,5228,1,0.109382,55,66,4022.599696,4827.119636,1,1,2593499493,2662548365
134.699167,192.168.212.39,172.64.155.209,59334,443,1,0.109423,55,66,4021.092458,4825.310949,1,1,3492933121,3915748090
140.537441,192.168.212.39,175.183.33.121,64695,49695,1,0.770963,202,208,2096.079838,2158.339635,3,3,820017588,350187865
144.950093,142.250.198.74,192.168.212.39,443,54445,0,0.110207,74,75,5371.709601,5444.300271,1,1,0,0
147.043698,104.18.39.21,192.168.212.39,443,59336,1,0.221004,138,82,4995.384699,2968.272067,2,1,2919391107,1980766994
148.909412,192.168.212.39,13.214.111.125,59324,443,1,0.109998,55,60,4000.072729,4363.715704,1,1,2058838864,321669703
153.861342,192.168.212.39,23.46.63.130,59260,443,1,0.110997,55,66,3964.071101,4756.885321,1,1,4033111300,3995448380
163.41367,142.250.198.74,192.168.212.39,443,54445,0,0.112075,74,75,5282.177114,5353.557885,1,1,0,0
164.293938,147.92.185.2,192.168.212.39,443,58646,1,0.220161,151,91,5486.893682,3306.671027,2,1,1097630896,3931589294
156.720719,35.208.25.129,192.168.212.39,64182,9993,0,11.758722,859,280,584.417252,190.496892,2,2,0,0
170.341989,192.168.212.39,64.233.188.188,59311,5228,1,0.110667,55,66,3975.891639,4771.069967,1,1,3069458952,1235950508
175.403866,192.168.212.39,23.46.63.130,59322,443,1,0.108888,55,66,4040.849313,4849.019176,1,1,737092856,3501624317
176.061804,192.168.212.39,185.199.108.153,59321,443,1,0.110162,55,66,3994.117754,4792.941305,1,1,24828907,1298530694
179.461499,192.168.212.39,104.18.31.173,59327,443,1,0.110285,55,66,3989.663145,4787.595775,1,1,414800282,816208020
180.012654,192.168.212.39,104.18.20.243,59326,443,1,0.111352,55,66,3951.433293,4741.719951,1,1,1745473990,3093862623
182.542723,192.168.212.39,172.64.150.28,59330,443,1,0.109843,55,66,4005.717251,4806.860701,1,1,3522118013,3271684264
187.271871,142.250.198.74,192.168.212.39,443,54445,0,0.111785,74,75,5295.880485,5367.446437,1,1,0,0
187.933723,104.18.39.21,192.168.212.39,443,59336,1,0.222946,138,82,4951.871754,2942.416549,2,1,2919391131,1980767022
188.925561,192.168.212.34,224.0.0.253,52169,3544,0,0.0,82,0,0.0,0.0,1,0,0,0
174.962707,192.168.212.39,40.81.252.176,58844,3544,0,15.17401,412,151,217.213512,79.609807,4,1,0,0
188.705636,35.208.25.129,192.168.212.39,64182,9993,0,4.624508,179,252,309.654562,435.938266,1,2,0,0
192.005733,192.168.212.39,172.64.155.209,59331,443,1,0.112383,55,66,3915.182901,4698.219482,1,1,3312139907,4065371015
193.218747,192.168.212.39,103.195.103.66,9993,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
193.440009,192.168.212.39,84.17.53.155,45366,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
193.550328,192.168.212.39,185.152.67.145,64208,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
200.599486,175.183.33.121,192.168.212.39,49695,64695,1,6.476214,1644,418,2030.816153,516.351066,9,7,350187905,820017628
208.068017,192.168.212.39,52.138.229.66,59398,443,1,0.328856,55,66,1337.971635,1605.565962,1,1,595195736,3409309637
208.177135,142.250.198.74,192.168.212.39,443,54445,0,0.110013,74,75,5381.182224,5453.900903,1,1,0,0
210.152009,192.168.212.39,78.47.130.173,64693,443,1,0.442688,144,90,2602.284227,1626.427642,2,1,54175689,202166199
210.825266,26.17.54.25,224.0.0.251,5353,5353,0,0.79171,932,0,9417.589774,0.0,6,0,0,0
211.298947,192.168.212.39,192.168.212.1,52415,53,0,0.052171,74,90,11347.300224,13800.770543,1,1,0,0
222.924407,35.208.25.129,192.168.212.39,64182,9993,0,0.109234,70,79,5126.608931,5785.744365,1,1,0,0
225.674713,192.168.212.39,74.125.23.188,53630,5228,1,0.107818,55,66,4080.951233,4897.141479,1,1,2593499493,2662548365
228.4113,192.168.212.39,172.64.155.209,59334,443,1,0.109068,55,66,4034.180511,4841.016613,1,1,3492933121,3915748090
229.83409,142.250.198.74,192.168.212.39,443,54445,0,0.223389,74,75,2650.085725,2685.897694,1,1,0,0
211.617291,192.168.212.39,104.18.39.21,59336,443,1,20.650711,476,498,184.400431,192.92314,5,6,1980767050,2919391155
230.939139,147.92.185.2,192.168.212.39,443,58646,1,0.44572,151,91,2710.221664,1633.312393,2,1,1097630933,3931589331
211.456744,192.168.212.39,142.250.196.196,56430,443,0,29.084581,3850,5163,1058.980358,1420.133919,18,20,0,0
241.52902,52.123.128.14,192.168.212.39,443,59681,1,0.0,60,0,0.0,0.0,1,0,688297094,0
241.857027,192.168.212.39,13.214.111.125,59324,443,1,0.662314,55,60,664.337459,724.731774,1,1,2058838864,321669703
242.074691,192.168.212.39,40.81.252.176,58844,3544,0,3.201544,206,151,514.751632,377.317944,2,1,0,0
248.136508,192.168.212.39,142.250.198.74,54445,443,0,1.545343,540,537,2795.495887,2779.965354,4,5,0,0
251.653404,35.208.25.129,192.168.212.39,64182,9993,0,0.109669,70,79,5106.274335,5762.79532,1,1,0,0
248.576749,192.168.212.39,23.46.63.130,59260,443,1,10.267426,109,204,84.928784,158.949283,2,3,4033111300,3995448380
261.122541,26.202.125.243,103.195.103.66,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.123552,26.202.125.243,103.195.103.66,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.124282,26.202.125.243,103.195.103.66,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.12476,26.202.125.243,79.127.159.187,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.125234,26.202.125.243,79.127.159.187,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.125655,26.202.125.243,79.127.159.187,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.126115,26.202.125.243,84.17.53.155,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.126552,26.202.125.243,84.17.53.155,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.127335,26.202.125.243,84.17.53.155,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.127806,26.202.125.243,185.152.67.145,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.128271,26.202.125.243,185.152.67.145,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.128738,26.202.125.243,185.152.67.145,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
261.231793,104.18.31.173,192.168.212.39,443,59327,1,0.438959,213,108,3881.911522,1968.293166,3,2,816208020,414800283
261.999337,104.18.20.243,192.168.212.39,443,59326,1,0.438993,213,108,3881.610869,1968.140722,3,2,3093862623,1745473991
262.659296,175.183.33.121,192.168.212.39,49695,64695,1,0.771062,208,202,2158.062516,2095.810713,3,3,350189057,820017668
265.755928,172.64.150.28,192.168.212.39,443,59330,1,0.444397,213,108,3834.409323,1944.207544,3,2,3271684264,3522118014
266.419659,192.168.212.39,64.233.188.188,59311,5228,1,0.110914,55,66,3967.037525,4760.445029,1,1,3069458952,1235950508
267.958222,192.168.212.39,142.250.196.196,56430,443,0,0.110511,71,68,5139.759843,4922.586892,1,1,0,0
269.051645,147.92.185.2,192.168.212.39,443,58646,1,0.218975,228,121,8329.718004,4420.595958,2,1,1097630970,3931589368
270.599199,142.250.198.74,192.168.212.39,443,54445,0,0.110854,74,75,5340.357587,5412.524582,1,1,0,0
270.819268,192.168.212.39,23.46.63.130,59322,443,1,0.109058,55,66,4034.550423,4841.460507,1,1,737092856,3501624317
271.369958,192.168.212.39,185.199.108.153,59321,443,1,0.329005,55,66,1337.365694,1604.838832,1,1,24828907,1298530694
272.026453,104.18.39.21,192.168.212.39,443,59336,1,0.218262,138,82,5058.141133,3005.562123,2,1,2919391311,1980767256
282.414764,52.138.229.66,192.168.212.39,443,59398,1,0.0,60,0,0.0,0.0,1,0,3409309637,0
282.524527,35.208.25.129,192.168.212.39,64182,9993,0,0.111233,70,79,5034.477179,5681.767101,1,1,0,0
285.489539,192.168.212.39,172.64.155.209,59331,443,1,0.110287,55,66,3989.590795,4787.508954,1,1,3312139907,4065371015
286.145378,192.168.212.39,172.167.33.55,49409,443,1,1.094116,55,66,402.151143,482.581372,1,1,4286149047,418164107
65.169588,192.168.212.39,79.127.159.187,9993,9993,0,224.936905,6330,671,225.129798,23.86447,82,1,0,0
288.787177,140.82.114.22,192.168.212.39,443,59661,1,2.09141,411,279,1572.145108,1067.222591,6,4,2426467744,2271484702
291.534313,142.250.198.74,192.168.212.39,443,54445,0,0.109452,74,75,5408.763659,5481.85506,1,1,0,0
292.524086,147.92.185.2,192.168.212.39,443,58646,1,0.660137,151,91,1829.923183,1102.801388,2,1,1097631084,3931589435
299.459954,192.168.212.39,192.168.212.1,57067,53,0,0.221428,79,289,2854.200914,10441.317268,1,1,0,0
299.571116,192.168.212.39,192.168.212.1,52509,53,0,0.33296,79,345,1898.125901,8289.283998,1,1,0,0
299.791694,192.168.212.39,192.168.212.1,65446,53,0,0.222158,74,74,2664.770119,2664.770119,1,1,0,0
300.12396,192.168.212.39,13.107.246.74,59713,443,1,8.718087,5171,61677,4745.077676,56596.819922,30,50,3435116797,2935005590
310.613433,192.168.212.39,35.208.25.129,9993,64182,0,0.10894,201,786,14760.418579,57719.845787,1,1,0,0
310.832717,192.168.212.39,142.250.196.206,50440,443,0,2.211115,3611,4936,13064.901645,17858.863062,9,12,0,0
316.899392,192.168.212.39,40.81.252.176,58844,3544,0,0.110465,103,151,7459.376273,10935.590459,1,1,0,0
324.817873,142.250.198.74,192.168.212.39,443,54445,0,0.111631,74,75,5303.186391,5374.851072,1,1,0,0
326.252688,104.18.39.21,192.168.212.39,443,59336,1,0.221989,138,82,4973.219394,2955.101379,2,1,2919391335,1980767284
328.214683,192.168.11.1,192.168.11.254,68,67,0,0.008171,358,342,350507.893771,334842.736507,1,1,0,0
328.220919,26.202.125.243,224.0.0.251,5353,5353,0,1.097704,623,0,4540.386115,0.0,5,0,0,0
328.221418,192.168.75.1,192.168.75.254,68,67,0,0.10583,358,342,27062.269678,25852.782765,1,1,0,0
328.222127,10.147.18.172,224.0.0.251,5353,5353,0,0.985836,400,0,3245.976004,0.0,4,0,0,0
328.439214,192.168.11.1,224.0.0.251,5353,5353,0,1.100297,400,0,2908.305667,0.0,4,0,0,0
328.440502,192.168.75.1,224.0.0.251,5353,5353,0,1.208336,400,0,2648.270018,0.0,4,0,0,0
328.877246,10.147.18.172,224.0.0.252,62187,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
329.09657,192.168.11.1,224.0.0.252,62187,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
329.096841,26.202.125.243,224.0.0.252,62187,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
329.097101,192.168.75.1,224.0.0.252,62187,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
331.324342,192.168.212.39,74.125.23.188,53630,5228,1,0.110613,55,66,3977.832624,4773.399148,1,1,2593499493,2662548365
331.618993,26.17.54.25,224.0.0.251,5353,5353,0,0.791766,932,0,9416.923687,0.0,6,0,0,0
334.660561,192.168.212.39,142.250.196.196,56430,443,0,0.111882,71,68,5076.777319,4862.265601,1,1,0,0
335.213631,192.168.212.39,172.64.155.209,59334,443,1,0.110878,55,66,3968.325547,4761.990656,1,1,3492933121,3915748090
327.129884,35.208.25.129,192.168.212.39,64182,9993,0,11.194933,179,252,127.915013,180.081471,1,2,0,0
338.214048,192.168.212.39,103.195.103.66,9993,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
338.435481,192.168.212.39,84.17.53.155,45366,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
338.543626,192.168.212.39,185.152.67.145,64208,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
340.567542,175.183.33.121,192.168.212.39,49695,64695,1,0.552039,208,202,3014.279788,2927.32941,3,3,350189097,820017708
328.213447,26.202.125.243,239.255.255.250,65434,1900,0,15.028163,1074,0,571.726564,0.0,6,0,0,0
345.660555,142.250.198.74,192.168.212.39,443,54445,0,0.10943,74,75,5409.851046,5482.957142,1,1,0,0
346.759585,192.168.212.34,224.0.0.251,5353,5353,0,2.527729,1221,0,3864.338305,0.0,6,0,0,0
360.062105,35.208.25.129,192.168.212.39,64182,9993,0,0.109078,70,79,5133.94085,5794.018959,1,1,0,0
365.55459,192.168.212.39,23.46.63.130,59260,443,1,0.109006,55,60,4036.475056,4403.427334,1,1,4033111300,3995448405
365.774889,142.250.198.74,192.168.212.39,443,54445,0,0.10869,74,75,5446.683228,5520.287055,1,1,0,0
366.754716,147.92.185.2,192.168.212.39,443,58646,1,0.546461,151,91,2210.587764,1332.20852,2,1,1097631121,3931589472
367.96263,104.18.39.21,192.168.212.39,443,59336,1,0.221821,138,82,4976.985948,2957.339476,2,1,2919391359,1980767312
371.059119,192.168.212.39,40.81.252.176,58844,3544,0,0.553618,103,151,1488.390912,2182.009978,1,1,0,0
371.724689,192.168.212.1,239.255.255.250,1289,1900,0,1.769284,5670,0,25637.489516,0.0,16,0,0,0
375.140723,192.168.212.39,78.47.130.173,64693,443,1,0.994614,144,90,1158.238271,723.89892,2,1,54175725,202166235
377.011955,192.168.212.39,64.233.188.188,59311,5228,1,0.109479,55,66,4019.035614,4822.842737,1,1,3069458952,1235950508
380.995384,192.168.212.39,23.46.63.130,59322,443,1,0.110564,55,66,3979.595528,4775.514634,1,1,737092856,3501624317
382.211815,192.168.212.39,185.199.108.153,59321,443,1,0.109933,55,66,4002.437849,4802.925418,1,1,24828907,1298530694
390.585439,142.250.198.74,192.168.212.39,443,54445,0,0.10925,74,75,5418.764302,5491.990847,1,1,0,0
392.78422,35.208.25.129,192.168.212.39,64182,9993,0,0.110863,70,79,5051.279507,5700.729729,1,1,0,0
395.31992,192.168.212.39,172.64.155.209,59331,443,1,0.111198,55,66,3956.9057,4748.28684,1,1,3312139907,4065371015
399.937672,192.168.212.39,142.250.196.196,56430,443,0,0.110503,71,68,5140.131942,4922.943269,1,1,0,0
405.115749,175.183.33.121,192.168.212.39,49695,64695,1,0.661448,208,202,2515.692844,2443.124781,3,3,350189137,820017748
408.524371,192.168.212.39,13.107.246.74,59713,443,1,0.111384,55,66,3950.298068,4740.357682,1,1,3435120336,2935064532
411.832997,142.250.198.74,192.168.212.39,443,54445,0,0.11117,74,75,5325.177656,5397.139516,1,1,0,0
412.82226,104.18.39.21,192.168.212.39,443,59336,1,0.221471,138,82,4984.85129,2962.013085,2,1,2919391383,1980767340
423.05655,35.208.25.129,192.168.212.39,64182,9993,0,0.10829,70,79,5171.299289,5836.180626,1,1,0,0
424.487077,192.168.212.39,40.81.252.176,58844,3544,0,0.110491,103,151,7457.620983,10933.017169,1,1,0,0
425.589639,192.168.212.39,74.125.23.188,53630,5228,1,0.110024,55,66,3999.127463,4798.952956,1,1,2593499493,2662548365
429.232572,192.168.212.39,172.64.155.209,59334,443,1,0.109898,55,66,4003.712533,4804.45504,1,1,3492933121,3915748090
430.115158,142.250.198.74,192.168.212.39,443,54445,0,0.111171,74,75,5325.129755,5397.090968,1,1,0,0
431.433492,147.92.185.2,192.168.212.39,443,58646,1,0.218819,151,91,5520.544377,3326.950585,2,1,1097631158,3931589509
445.305968,192.168.212.39,35.208.25.129,9993,64182,0,7.479363,302,970,323.022161,1037.521511,2,2,0,0
450.136988,142.250.198.74,192.168.212.39,443,54445,0,0.112286,74,75,5272.251216,5343.497854,1,1,0,0
452.120195,104.18.39.21,192.168.212.39,443,59336,1,0.221481,138,82,4984.626221,2961.879349,2,1,2919391407,1980767368
452.409881,26.17.54.25,224.0.0.251,5353,5353,0,0.793506,932,0,9396.274256,0.0,6,0,0,0
459.141988,192.168.212.39,142.250.196.196,56430,443,0,0.111382,71,68,5099.567255,4884.092582,1,1,0,0
460.025896,192.168.212.39,23.46.63.130,59260,443,1,0.109769,55,60,4008.417677,4372.819284,1,1,4033111300,3995448405
462.883237,26.17.54.25,26.255.255.255,138,138,0,0.0,243,0,0.0,0.0,1,0,0,0
467.286967,192.168.212.39,64.233.188.188,59311,5228,1,0.107865,55,66,4079.17304,4895.007648,1,1,3069458952,1235950508
468.486797,192.168.212.39,103.195.103.66,9993,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
468.706675,192.168.212.39,84.17.53.155,45366,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
468.816085,192.168.212.39,185.152.67.145,64208,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
464.865933,192.168.212.39,175.183.33.121,64695,49695,1,7.465176,418,1644,447.946572,1761.780298,7,9,820017788,350189177
471.557669,142.250.198.74,192.168.212.39,443,54445,0,0.111076,74,75,5329.68418,5401.706939,1,1,0,0
473.541251,192.168.212.39,185.199.108.153,59321,443,1,0.219857,55,66,2001.300846,2401.561015,1,1,24828907,1298530694
475.738652,192.168.212.39,40.81.252.176,58844,3544,0,0.552024,103,151,1492.688724,2188.310653,1,1,0,0
471.889461,192.168.212.39,23.46.63.130,59322,443,1,10.66553,109,204,81.758712,153.016306,2,3,737092856,3501624317
468.596982,192.168.212.39,35.208.25.129,9993,64182,0,16.274079,230,70,113.063234,34.410549,2,1,0,0
487.407862,192.168.212.39,172.64.155.209,59331,443,1,0.110225,55,66,3991.834883,4790.20186,1,1,3312139907,4065371015
490.018778,26.202.125.243,103.195.103.66,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.019489,26.202.125.243,103.195.103.66,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.019944,26.202.125.243,103.195.103.66,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.020429,26.202.125.243,79.127.159.187,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.020903,26.202.125.243,79.127.159.187,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.021434,26.202.125.243,79.127.159.187,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.02191,26.202.125.243,84.17.53.155,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.022395,26.202.125.243,84.17.53.155,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.022854,26.202.125.243,84.17.53.155,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.02334,26.202.125.243,185.152.67.145,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.023763,26.202.125.243,185.152.67.145,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.024232,26.202.125.243,185.152.67.145,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
490.894545,142.250.198.74,192.168.212.39,443,54445,0,0.111438,74,75,5312.371005,5384.159802,1,1,0,0
491.991895,147.92.185.2,192.168.212.39,443,58646,1,0.549731,151,91,2197.438384,1324.284059,2,1,1097631195,3931589546
492.761631,104.18.39.21,192.168.212.39,443,59336,1,0.2219,138,82,4975.21406,2956.286616,2,1,2919391431,1980767396
498.493905,13.107.246.74,192.168.212.39,443,59713,1,0.662672,291,162,3513.050197,1955.718666,4,3,2935064532,3435120337
