timeStamp,srcip,dstip,srcport,dstport,protocol,duration,srcbytes,dstbytes,srceff,dsteff,srcpkts,dstpkts,srcseq,dstseq
1.094417,127.0.0.1,127.0.0.1,63826,28194,1,0.112396,56,44,3985.906972,3131.784049,1,1,2155008514,0
1.314418,34.210.218.51,192.168.212.39,443,63829,1,0.012846,728,1002,453370.69905,624007.473143,6,5,2867985284,1591262493
1.330216,23.210.215.129,192.168.212.39,443,63726,1,0.000883,205,108,1857304.643262,978482.446206,3,2,444291783,2415565824
1.335953,172.65.250.49,192.168.212.39,5223,60359,1,0.002371,288,54,971741.881063,182201.602699,1,1,1579309481,1592480958
1.337885,162.159.130.234,192.168.212.39,443,63592,1,0.001176,200,54,1360544.217687,367346.938776,1,1,4007894177,2194883248
1.346036,192.168.212.39,79.127.159.187,9993,9993,0,0.001096,300,0,2189781.021898,0.0,4,0,0,0
1.347435,192.168.212.39,35.208.25.129,9993,64182,0,0.100205,201,791,16047.103438,63150.54139,1,1,0,0
1.347706,192.168.212.39,162.159.129.235,63616,443,1,0.091986,181,170,15741.525884,14784.858565,2,2,1342477394,2580387136
1.349181,192.168.212.39,162.159.130.235,63614,443,1,0.000239,55,66,1841004.1841,2209205.020921,1,1,3421239881,2588403193
1.206259,35.215.135.110,192.168.212.39,50002,52302,0,4.226682,3111,196,5888.306714,370.976572,21,2,0,0
12.607752,192.168.212.39,172.64.146.73,63667,443,1,0.545841,186,120,2726.06858,1758.753923,3,2,890780623,1345740246
15.62719,26.17.54.25,224.0.0.251,5353,5353,0,0.792224,932,0,9411.479582,0.0,6,0,0,0
1.313912,104.18.18.2,192.168.212.39,443,50515,1,21.64757,2346,2067,866.979527,763.873266,30,27,1823795327,3095713342
12.827627,192.168.212.39,172.64.146.73,63833,443,1,15.811529,12677,12904,6414.053948,6528.90685,19,18,2533584969,1503592697
33.549712,142.250.198.74,192.168.212.39,443,54445,0,0.541707,141,80,2082.306487,1181.450489,2,1,0,0
26.564345,192.168.212.39,34.210.218.51,63834,443,1,10.896058,2144,965,1574.147274,708.513115,9,8,2779670937,2728283353
38.989884,192.168.212.39,104.18.41.183,63664,443,1,0.105736,55,66,4161.307407,4993.568889,1,1,2649893611,1004248412
39.533931,175.183.33.121,192.168.212.39,49695,64695,1,1.30558,208,202,1274.529328,1237.764059,3,3,350206501,820096920
21.758118,162.159.130.234,192.168.212.39,443,63592,1,25.737816,773,162,240.269027,50.353923,3,3,4007894323,2194883248
57.874374,192.168.212.39,104.16.56.40,60212,443,1,0.216803,55,66,2029.492212,2435.390654,1,1,1261171075,1564028154
73.383634,192.168.212.39,162.159.128.233,51239,443,0,5.662612,4503,1010,6361.728474,1426.903344,5,3,0,0
80.903063,192.168.212.39,104.19.147.81,60482,443,1,0.217984,55,66,2018.49677,2422.196124,1,1,3317764291,3395492602
82.316754,192.168.212.39,172.65.250.49,60359,5223,1,0.107864,84,60,6230.067492,4450.048209,1,1,1592480958,1579309715
83.623844,192.168.212.39,79.127.159.187,9993,9993,0,0.328599,300,0,7303.734947,0.0,4,0,0,0
16.102012,192.168.212.39,35.215.135.110,58982,50002,0,69.269146,24613,30810,2842.593151,3558.294193,101,155,0,0
40.619866,192.168.212.39,104.18.18.2,50515,443,1,44.969742,1791,2273,318.614236,404.360781,23,29,3095713951,1823795957
133.470399,192.168.212.39,104.16.56.40,60218,443,1,0.107152,55,66,4106.316261,4927.579513,1,1,3334922081,3197048695
136.430762,26.17.54.25,224.0.0.251,5353,5353,0,0.792096,932,0,9413.000444,0.0,6,0,0,0
144.866262,162.159.130.234,192.168.212.39,443,63592,1,0.550194,166,54,2413.694079,785.177592,1,1,4007894934,2194883248
150.754563,192.168.212.39,34.210.218.51,63837,443,1,10.089771,2144,1025,1699.939473,812.704272,9,9,3297354111,3626852712
165.520342,192.168.212.39,162.159.128.233,51239,443,0,3.916878,4566,943,9325.794676,1926.023736,5,2,0,0
167.905906,162.159.130.234,192.168.212.39,443,63592,1,2.412556,504,108,1671.256543,358.126402,2,2,4007895046,2194883248
187.644961,192.168.212.39,192.168.212.1,52162,53,0,0.107547,76,157,5653.34226,11678.614931,1,1,0,0
192.000742,192.168.212.39,103.195.103.66,9993,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
188.081513,192.168.212.39,104.18.41.168,63841,8443,1,6.747421,8915,6356,10569.964435,7535.916315,15,11,1479984498,1097983196
191.566343,192.168.212.39,79.127.159.187,9993,9993,0,0.867224,451,0,4160.401465,0.0,5,0,0,0
192.108043,192.168.212.39,35.208.25.129,9993,64182,0,0.0,151,0,0.0,0.0,1,0,0,0
192.216766,192.168.212.39,84.17.53.155,45366,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
192.325624,192.168.212.39,185.152.67.145,64208,9993,0,0.0,151,0,0.0,0.0,1,0,0,0
193.30376,192.168.212.39,104.17.173.5,60292,443,1,0.109996,55,66,4000.14546,4800.174552,1,1,3449686949,2483107217
199.191578,192.168.212.39,23.220.70.92,60294,443,1,0.270615,55,66,1625.926131,1951.111357,1,1,1883381095,1455112692
199.455133,26.202.125.243,103.195.103.66,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.456535,26.202.125.243,103.195.103.66,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.457196,26.202.125.243,103.195.103.66,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.458398,26.202.125.243,79.127.159.187,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.459208,26.202.125.243,79.127.159.187,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.459827,26.202.125.243,79.127.159.187,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.460369,26.202.125.243,84.17.53.155,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.460909,26.202.125.243,84.17.53.155,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.461452,26.202.125.243,84.17.53.155,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.461974,26.202.125.243,185.152.67.145,9993,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.462492,26.202.125.243,185.152.67.145,45366,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
199.463013,26.202.125.243,185.152.67.145,64208,9993,0,0.0,179,0,0.0,0.0,1,0,0,0
206.547443,192.168.212.39,23.220.70.92,60293,443,1,0.654928,55,66,671.829575,806.19549,1,1,58068336,3735126220
212.349684,192.168.75.1,239.255.255.250,65436,1900,0,0.0,177,0,0.0,0.0,1,0,0,0
212.350229,10.147.18.172,239.255.255.250,65438,1900,0,0.0,177,0,0.0,0.0,1,0,0,0
211.56224,26.17.54.25,224.0.0.252,60979,5355,0,4.13204,128,0,247.819479,0.0,2,0,0,0
211.563419,26.17.54.25,224.0.0.252,51353,5355,0,4.023541,128,0,254.502191,0.0,2,0,0,0
213.108791,192.168.75.1,224.0.0.252,50436,5355,0,2.478562,128,0,413.142782,0.0,2,0,0,0
213.109065,10.147.18.172,224.0.0.252,50436,5355,0,2.693817,128,0,380.129756,0.0,2,0,0,0
213.538887,192.168.75.1,224.0.0.252,56065,5355,0,1.942194,128,0,527.238783,0.0,2,0,0,0
213.539158,10.147.18.172,224.0.0.252,56065,5355,0,2.155916,128,0,474.972123,0.0,2,0,0,0
213.97193,26.202.125.243,224.0.0.252,54960,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
213.972249,192.168.75.1,224.0.0.252,54960,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
214.083748,10.147.18.172,224.0.0.252,54960,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
213.108375,26.202.125.243,224.0.0.252,50436,5355,0,3.778788,128,0,270.986359,0.0,2,0,0,0
213.538542,26.202.125.243,224.0.0.252,56065,5355,0,3.459108,128,0,296.030075,0.0,2,0,0,0
216.022713,142.250.198.74,192.168.212.39,443,54445,0,0.108468,74,75,5457.830881,5531.585352,1,1,0,0
217.871283,192.168.75.1,224.0.0.252,54135,5355,0,0.542511,128,0,1887.519331,0.0,2,0,0,0
218.087598,192.168.75.1,224.0.0.252,63387,5355,0,0.435142,128,0,2353.2548,0.0,2,0,0,0
219.167566,10.147.18.172,224.0.0.252,54135,5355,0,0.977628,128,0,1047.433175,0.0,2,0,0,0
219.386334,10.147.18.172,224.0.0.252,63387,5355,0,0.647992,128,0,1580.266423,0.0,2,0,0,0
220.900409,26.202.125.243,224.0.0.252,54135,5355,0,0.870782,128,0,1175.954487,0.0,2,0,0,0
221.117421,26.202.125.243,224.0.0.252,63387,5355,0,0.762408,128,0,1343.112874,0.0,2,0,0,0
222.856409,192.168.11.1,239.255.255.250,65437,1900,0,0.0,177,0,0.0,0.0,1,0,0,0
224.151779,26.17.54.25,224.0.0.252,60144,5355,0,0.546151,128,0,1874.939348,0.0,2,0,0,0
224.370788,26.17.54.25,224.0.0.252,60369,5355,0,0.325965,128,0,3141.441566,0.0,2,0,0,0
224.479562,192.168.11.1,224.0.0.252,54960,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
215.264805,10.147.18.172,192.168.212.1,53529,53,1,12.530471,330,0,210.686414,0.0,5,0,685255531,0
215.373665,10.147.18.172,192.168.212.1,59613,53,1,12.529683,330,0,210.699664,0.0,5,0,3016779175,0
215.913955,10.147.18.172,192.168.212.1,55044,53,1,12.095469,330,0,218.26355,0.0,5,0,2247569042,0
223.608538,192.168.11.1,224.0.0.252,50436,5355,0,2.494875,128,0,410.441405,0.0,2,0,0,0
224.043247,192.168.11.1,224.0.0.252,56065,5355,0,1.949676,128,0,525.215472,0.0,2,0,0,0
225.772339,10.147.18.172,224.0.0.252,50197,5355,0,0.659648,128,0,1552.343068,0.0,2,0,0,0
226.102659,10.147.18.172,224.0.0.252,51692,5355,0,0.438452,128,0,2335.489404,0.0,2,0,0,0
209.698927,162.159.130.234,192.168.212.39,443,63592,1,18.637293,2090,680,897.125994,291.887883,16,10,4007895442,2194883248
216.022436,10.147.18.172,192.168.212.1,65383,53,1,12.098666,330,0,218.205875,0.0,5,0,2763695516,0
216.241644,10.147.18.172,192.168.212.1,52259,53,1,11.987262,330,0,220.233778,0.0,5,0,3337183091,0
216.34805,26.202.125.243,192.168.212.1,58830,53,1,13.529739,330,0,195.125715,0.0,5,0,1556503986,0
216.455988,26.202.125.243,192.168.212.1,57765,53,1,13.314963,330,0,198.273176,0.0,5,0,3711327653,0
217.108148,26.202.125.243,192.168.212.1,64572,53,1,12.880015,330,0,204.968705,0.0,5,0,565838668,0
217.216832,10.147.18.172,192.168.212.1,65302,53,1,11.119185,330,0,237.427473,0.0,5,0,918983212,0
217.433537,26.202.125.243,192.168.212.1,55235,53,1,12.662276,330,0,208.493323,0.0,5,0,3860815995,0
217.649698,26.202.125.243,192.168.212.1,50666,53,1,12.556296,330,0,210.253087,0.0,5,0,1592552483,0
218.735521,26.202.125.243,192.168.212.1,64960,53,1,11.57821,330,0,228.01452,0.0,5,0,956875962,0
227.57701,26.202.125.243,224.0.0.252,50197,5355,0,0.758743,128,0,1349.600589,0.0,2,0,0,0
227.903064,26.202.125.243,224.0.0.252,51692,5355,0,0.325631,128,0,3144.663745,0.0,2,0,0,0
228.121854,192.168.11.1,224.0.0.252,54135,5355,0,0.655873,128,0,1561.277869,0.0,2,0,0,0
228.336645,192.168.11.1,224.0.0.252,63387,5355,0,0.550207,128,0,1861.117725,0.0,2,0,0,0
230.534144,192.168.212.39,162.159.129.235,63616,443,1,0.011899,181,170,121690.898395,114295.318934,2,2,1342477467,2580387192
230.537934,192.168.11.1,224.0.0.252,50197,5355,0,0.003005,128,0,340765.391015,0.0,2,0,0,0
230.539455,192.168.11.1,224.0.0.252,51692,5355,0,0.001985,128,0,515869.017632,0.0,2,0,0,0
230.772543,192.168.75.1,224.0.0.252,50197,5355,0,0.003032,128,0,337730.870712,0.0,2,0,0,0
230.774079,192.168.75.1,224.0.0.252,51692,5355,0,0.002027,128,0,505180.069068,0.0,2,0,0,0
232.992088,192.168.11.1,224.0.0.252,54065,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
232.993001,192.168.75.1,224.0.0.252,54065,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
232.993373,10.147.18.172,224.0.0.252,54065,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
233.643119,26.202.125.243,224.0.0.252,54065,5355,0,0.0,75,0,0.0,0.0,1,0,0,0
233.206627,192.168.212.39,40.81.252.176,58844,3544,0,1.748867,103,151,471.162187,690.732915,1,1,0,0
233.86363,192.168.11.1,224.0.0.252,53999,5355,0,0.762753,128,0,1342.505372,0.0,2,0,0,0
233.864259,192.168.75.1,224.0.0.252,53999,5355,0,0.983384,128,0,1041.302279,0.0,2,0,0,0
233.975446,10.147.18.172,224.0.0.252,53999,5355,0,0.760879,128,0,1345.811883,0.0,2,0,0,0
234.193433,192.168.11.1,224.0.0.252,57640,5355,0,0.653186,128,0,1567.700471,0.0,2,0,0,0
234.302565,192.168.75.1,224.0.0.252,57640,5355,0,0.654775,128,0,1563.895995,0.0,2,0,0,0
234.302862,10.147.18.172,224.0.0.252,57640,5355,0,0.654743,128,0,1563.972429,0.0,2,0,0,0
234.735782,26.202.125.243,224.0.0.252,53999,5355,0,1.520386,128,0,673.513174,0.0,2,0,0,0
235.174288,26.202.125.243,224.0.0.252,57640,5355,0,1.190153,128,0,860.39358,0.0,2,0,0,0
211.14204,26.17.54.25,224.0.0.251,5353,5353,0,28.615228,2520,0,704.519985,0.0,36,0,0,0
211.560801,26.17.54.25,26.255.255.255,137,137,0,28.203328,828,0,234.8659,0.0,9,0,0,0
211.799521,26.202.125.243,239.255.255.250,57477,3702,0,25.980067,13476,0,4149.642878,0.0,12,0,0,0
233.642477,175.183.33.121,192.168.212.39,49695,64695,1,6.117674,1436,216,1877.837884,282.460295,6,4,350206541,820096960
236.692074,192.168.11.1,224.0.0.252,57274,5355,0,0.544349,128,0,1881.146103,0.0,2,0,0,0
237.019436,192.168.11.1,224.0.0.252,50673,5355,0,0.434299,128,0,2357.822606,0.0,2,0,0,0
237.129778,192.168.75.1,224.0.0.252,57274,5355,0,0.542242,128,0,1888.455708,0.0,2,0,0,0
237.130058,10.147.18.172,224.0.0.252,57274,5355,0,0.542237,128,0,1888.473122,0.0,2,0,0,0
237.454375,192.168.75.1,224.0.0.252,50673,5355,0,0.433965,128,0,2359.637298,0.0,2,0,0,0
237.454696,10.147.18.172,224.0.0.252,50673,5355,0,0.433922,128,0,2359.871129,0.0,2,0,0,0
239.745032,26.202.125.243,224.0.0.252,57274,5355,0,0.007476,128,0,136971.64259,0.0,2,0,0,0
239.746811,26.202.125.243,224.0.0.252,50673,5355,0,0.006198,128,0,165214.58535,0.0,2,0,0,0
239.748579,26.17.54.25,224.0.0.252,53679,5355,0,0.005487,128,0,186622.926918,0.0,2,0,0,0
239.75004,26.17.54.25,224.0.0.252,49908,5355,0,0.003491,128,0,293325.694643,0.0,2,0,0,0
239.750244,13.214.71.49,192.168.212.39,2099,60457,1,0.000477,60,54,1006289.308176,905660.377358,1,1,1860000077,1685327095
240.99753,192.168.11.1,239.255.255.250,65437,1900,0,0.0,177,0,0.0,0.0,1,0,0,0
